userID,itemID,rating
243,0449006522,6.0
243,0375705856,7.0
243,0446606383,6.0
243,0440226430,7.0
243,0446353205,7.0
243,0671027387,7.0
243,0385511612,7.0
243,0345404793,7.0
243,0671042572,7.0
243,0316666343,7.0
243,0553580388,8.0
243,0316601950,9.0
243,0449911004,7.0
243,0446610399,7.0
243,0316602906,7.0
243,051512219X,7.0
243,0515130389,7.0
243,0786863986,5.0
243,0451162072,7.0
243,0446605484,7.0
243,0316899984,7.0
243,0684848783,7.0
243,0425092917,7.0
243,0440225701,7.0
243,0517122707,7.0
243,0671023616,7.0
243,0345311396,7.0
243,0679450408,7.0
243,0373483880,7.0
243,0446364800,9.0
243,0451186648,7.0
243,0316096199,7.0
243,0380718332,7.0
243,0385720106,7.0
243,140003180X,7.0
243,0316776963,9.0
243,0345465083,7.0
243,0446600474,7.0
243,0385730586,7.0
243,0375400117,10.0
243,155874262X,5.0
243,0060977493,7.0
243,0156006529,7.0
243,0385497466,7.0
243,0385509456,7.0
243,0060915544,10.0
254,0446605239,8.0
254,006000438X,8.0
254,080410753X,8.0
254,0439136369,9.0
254,0671525743,8.0
254,0399146431,9.0
254,0451167716,8.0
254,0425145638,8.0
254,0312305060,8.0
254,0316776963,8.0
254,0064472264,8.0
254,0061020702,8.0
254,0451137965,8.0
254,0440419468,8.0
254,0439139597,9.0
254,1551667959,8.0
254,0679879242,8.0
254,0553560468,8.0
254,0060934719,8.0
254,0375724370,8.0
254,0399501487,8.0
254,0743225406,8.0
254,0060930535,8.0
254,0440211263,8.0
254,0451409256,7.0
254,0375727345,8.0
254,0142001740,9.0
254,0446356832,8.0
254,0141301104,8.0
254,0451167317,8.0
254,0140298479,8.0
254,0439064864,9.0
254,0439064872,9.0
254,0440403278,8.0
254,0440967694,8.0
254,0679781587,8.0
254,0515090379,8.0
254,0515130923,8.0
254,0671527215,8.0
254,0380977788,8.0
254,0804106304,8.0
254,0446364762,8.0
254,0553273604,8.0
254,0452282152,8.0
254,0380973650,9.0
254,051510521X,8.0
254,0446350109,8.0
254,0373218400,8.0
254,038542017X,8.0
254,0553250426,8.0
254,0061020699,8.0
254,0451526279,8.0
254,0671021001,7.0
254,0553265741,8.0
254,0345434803,8.0
254,0345384466,8.0
254,0316569321,8.0
254,0618002219,9.0
254,0062502174,8.0
254,0345387651,8.0
254,0684874350,8.0
254,0679735909,8.0
254,0553250531,8.0
254,0373226144,5.0
254,0316769487,8.0
254,1563898586,8.0
254,0451524934,9.0
254,051512317X,8.0
254,0064471047,7.0
254,051513287X,8.0
254,067976402X,8.0
254,038533348X,8.0
254,0440241413,8.0
254,0425092917,8.0
254,0060391448,8.0
507,0140230165,7.0
507,068484267X,8.0
507,0446360589,8.0
507,0743260244,10.0
507,0821772953,8.0
507,0553292722,8.0
507,0821769367,8.0
507,014029628X,8.0
507,0446394521,8.0
507,0345404769,8.0
507,0064400026,8.0
507,0679893105,9.0
507,0553564528,7.0
507,0689710879,10.0
507,0020427859,9.0
507,0553575538,7.0
507,055357695X,7.0
507,0786817070,8.0
507,0553576801,7.0
507,0425188787,8.0
507,0553569910,8.0
507,0345413377,8.0
507,0553582135,8.0
507,0743439775,8.0
507,0440236061,8.0
507,0060392452,8.0
507,0553578693,8.0
507,0743206053,8.0
507,0743460529,8.0
507,0316666009,8.0
507,0345348036,8.0
507,055356160X,8.0
507,0060934417,8.0
507,0553582526,8.0
638,0679746048,7.0
638,0670031046,10.0
638,0316969443,10.0
638,0345452550,10.0
638,0679442790,10.0
638,0385504209,10.0
638,0446525537,9.0
638,0316693006,10.0
638,0446523569,10.0
638,0316779423,10.0
638,0743206045,10.0
638,0316789089,10.0
638,0316666343,10.0
638,0385420161,9.0
638,1558747028,10.0
638,0446525502,9.0
638,0151001006,10.0
638,0385505833,10.0
638,0679450440,10.0
638,0316779490,9.0
638,039914739X,10.0
638,0316603287,9.0
638,0425184129,9.0
638,0316776963,10.0
638,0684864843,10.0
638,0670892963,7.0
638,0394574745,8.0
638,0316769487,10.0
638,0399147128,10.0
638,0316693200,9.0
638,0446520802,10.0
882,067081976X,9.5
882,0440235162,10.0
882,044022425X,9.5
882,0312195516,9.5
882,0553572997,10.0
882,0375724370,9.5
882,0373218400,5.0
882,0679781587,10.0
882,0553280589,10.0
882,0345416260,9.5
882,0679429220,9.0
882,0312950586,9.5
882,0440221595,9.5
882,0553571656,9.5
882,0553278223,9.5
882,0553569058,9.5
882,0553569074,9.5
882,0380018179,10.0
882,0385315279,9.5
882,0064401847,10.0
882,0373484410,9.5
882,0449212602,9.5
882,0553561278,9.5
882,0671644475,9.5
882,0515134368,6.0
882,068416325X,9.5
882,0553250531,9.5
882,0553258001,9.5
882,067101420X,4.0
882,0786866276,9.5
882,0515135062,6.0
882,0446605239,9.5
882,0380599236,9.5
882,0312274920,9.5
882,0804114986,9.5
882,0425179672,10.0
882,0385492081,9.5
882,0517556278,8.0
882,0671708635,9.5
882,0373484224,7.0
882,0375707972,9.5
882,0553272586,5.0
882,0515130389,9.5
882,0553250426,10.0
882,067976402X,10.0
882,0380789019,9.5
1435,0399133143,5.0
1435,155874262X,10.0
1435,0684848783,5.0
1435,0515127221,7.0
1435,0553568760,7.0
1435,0441172717,7.0
1435,0060915544,10.0
1435,0425182908,7.0
1435,034540288X,7.0
1435,0380718340,7.0
1435,1573221775,4.0
1435,0375400117,7.0
1435,0451176812,7.0
1435,0446672211,8.0
1435,0345387651,5.0
1435,0060977477,5.0
1435,0743222008,7.0
1435,0553258524,7.0
1435,038548951X,7.0
1435,0688177859,7.0
1435,0440211727,7.0
1435,0684855631,9.0
1435,0971880107,5.0
1435,0345380371,7.0
1435,0451181468,7.0
1435,068484267X,8.0
1435,0451208765,4.0
1435,0451183665,7.0
1435,0345378490,5.0
1435,0345370775,7.0
1435,0671537458,7.0
1435,0441172695,7.0
1435,080410753X,10.0
1435,044023722X,7.0
1435,0380728249,10.0
2033,0836204387,10.0
2033,0671524313,6.0
2033,0060256737,10.0
2033,0688149790,8.0
2033,0553288202,9.0
2033,0786880007,8.0
2033,0886774012,9.0
2033,043935806X,9.0
2033,0836218256,9.0
2033,0765341174,9.0
2033,0439064864,9.0
2033,0345337662,5.0
2033,0142000663,10.0
2033,0812575717,10.0
2033,0886774632,10.0
2033,0439139597,9.0
2033,0345351525,9.0
2033,0836218787,10.0
2033,0515136530,9.0
2033,0886773520,9.0
2033,0886774268,9.0
2033,0440221471,9.0
2033,0439136350,9.0
2033,0515136379,9.0
2033,0060248025,10.0
2033,051513628X,6.0
2033,0451456521,9.0
2033,0765342987,10.0
2033,0553205587,9.0
2033,0920668372,10.0
2033,0440220602,9.0
2033,0786889020,9.0
2276,0425158616,9.0
2276,0425155943,9.0
2276,0553287737,9.0
2276,0671524313,10.0
2276,0380002930,9.0
2276,0812513738,9.0
2276,0345404793,9.0
2276,034538475X,9.0
2276,0446607657,9.0
2276,0345308980,9.0
2276,0061030643,8.0
2276,0679429220,9.0
2276,0743412753,9.0
2276,0399146725,10.0
2276,0671468200,9.0
2276,0449212602,9.0
2276,0441735762,9.0
2276,0553583468,10.0
2276,0812511816,9.0
2276,0553285653,9.0
2276,0446605484,9.0
2276,055327418X,9.0
2276,0812550307,9.0
2276,0446612790,10.0
2276,0440221471,10.0
2276,0451204891,9.0
2276,0345384911,9.0
2276,3257229534,9.0
2276,0425172546,9.0
2276,0312970617,9.0
2276,0345423615,9.0
2276,0553576623,9.0
2276,0451184963,9.0
2276,0553250531,9.0
2276,0451161343,9.0
2276,0440241537,9.0
2276,0805063897,10.0
2276,0449227421,9.0
2276,0440220793,7.0
2276,0441003389,9.0
2276,0553582526,9.0
2276,0671868691,9.0
2276,0425177351,9.0
2276,0812513711,8.0
2276,006109918X,9.0
2276,0812517725,8.0
2276,0345413881,9.0
2276,0671721291,9.0
2276,0345447867,9.0
2276,0671461494,9.0
2276,0312989385,10.0
2276,0451167317,9.0
2276,0553575538,10.0
2276,0446609404,9.0
2276,0446609323,9.0
2276,0440145465,10.0
2276,0743439740,9.0
2276,0345368959,9.0
2276,0446364622,8.0
2276,0345391055,9.0
2276,0385510438,9.0
2276,0425119653,8.0
2276,0671016768,8.0
2276,0061099155,9.0
2766,0380726815,6.0
2766,0060958022,8.0
2766,1550548913,8.0
2766,0440236673,8.0
2766,0440147956,8.0
2766,0312099436,8.0
2766,044048474X,7.0
2766,0671510053,8.0
2766,0971880107,6.0
2766,0140279288,8.0
2766,0440204194,8.0
2766,0449215296,8.0
2766,0670030643,8.0
2766,0425178102,5.0
2766,0440223016,8.0
2766,0316284955,8.0
2766,0440211263,8.0
2766,0330262130,8.0
2766,0671721291,6.0
2766,0440221595,8.0
2766,0684801221,10.0
2766,0874869870,9.0
2766,0440219078,8.0
2766,0679450548,8.0
2766,0836218620,8.0
2766,0316666343,9.0
2766,0671617028,8.0
2766,1558745718,7.0
2766,014100018X,8.0
2766,0385486804,8.0
2766,067976402X,8.0
2766,0446611867,7.0
2766,0425181111,8.0
2766,014034294X,9.0
2766,0440207622,8.0
2766,0515117234,8.0
2766,0060392452,8.0
2766,1559029838,8.0
2766,0140348107,8.0
2766,0312305060,8.0
2766,0767902521,8.0
2766,0345378490,8.0
2766,0385508417,7.0
2766,0553573616,8.0
2766,0440498058,8.0
2766,0451152190,8.0
2766,0786867647,8.0
2766,0380710722,8.0
2766,0440213029,8.0
2766,0140430113,8.0
2766,0345384369,8.0
2766,0440224837,8.0
2766,0553279912,7.0
2766,0842345523,9.0
2766,0743412028,8.0
2766,0943233437,8.0
2766,0440213290,8.0
2766,0141301058,8.0
2766,0345391802,8.0
2766,0440225825,8.0
2766,0446310786,10.0
2891,0743225406,7.0
2891,0060987049,7.0
2891,0553562738,7.0
2891,0553211404,7.0
2891,0380726254,7.0
2891,0452283868,7.0
2891,067976402X,7.0
2891,0684831546,7.0
2891,0553562967,7.0
2891,038548951X,8.0
2891,0425164829,7.0
2891,1583224890,7.0
2891,0374525641,7.0
2891,055327418X,7.0
2891,0385503857,9.0
2891,0449005615,7.0
2891,0671004107,7.0
2891,0515118249,7.0
2891,0312422156,7.0
2891,0517122707,7.0
2891,0553580515,7.0
2891,0060921145,7.0
2891,0452260116,8.0
2891,0060928336,6.0
2891,0515087947,7.0
2891,0312305060,7.0
2891,0060392452,7.0
2891,0671003755,7.0
2891,0140119906,7.0
2891,0449912558,9.0
2891,0553269828,7.0
2891,0812580354,7.0
2891,0142001740,7.0
2891,0446607711,7.0
2891,0451162072,7.0
2891,0553575384,7.0
2891,0061097314,7.0
2891,140003065X,9.0
2891,0345404475,7.0
2891,0452282195,7.0
2891,0679457313,7.0
2891,0375701427,7.0
2891,0375703861,7.0
2891,051512088X,7.0
2891,0804106304,7.0
2891,0679732764,8.0
2891,0385474547,7.0
2891,0140280553,7.0
2891,0375726403,7.0
2891,080410526X,7.0
2977,0425171493,8.0
2977,0449002632,8.0
2977,0805062971,8.0
2977,0316569321,7.0
2977,0385722206,8.0
2977,006099486X,8.0
2977,0553285343,8.0
2977,0060392452,8.0
2977,0345370775,8.0
2977,044652087X,8.0
2977,0425130215,9.0
2977,0671021001,9.0
2977,0452282152,7.0
